Mic,PrimaryExchange,Symbol,TradingClass,LongName,Currency,Multiplier,UnderSymbol,UnderSecType,StartDate
XSES,SGX,M1CNX,NCH,"MSCI China Free Net Total Return (USD) Index",USD,50,M1CNX,IND,2017-10-20
XSES,SGX,M3CNX,CH,"MSCI China Free Price USD Index",USD,5,M3CNX,IND,2017-10-30
XSES,SGX,MUC,MUC,"SGX USD/CNH Futures (Mini)",CNH,25000,MUC,IND,2021-09-13
XSES,SGX,MXID,ID,"MSCI Indonesia Index",USD,2,MXID,IND,2017-10-30
XSES,SGX,MXMY,MY,"MSCI Malaysia Index",USD,20,MXMY,IND,2017-10-31
XSES,SGX,MXTH,TH,"MSCI Thailand index",USD,20,MXTH,IND,2017-10-30
XSES,SGX,N225U,NU,"SGX: USD Nikkei 225 Index",USD,5,N225U,IND,2007-09-12
XSES,SGX,NIFTY,IN,"CNX Nifty Index",USD,2,NIFTY,IND,2017-10-26
XSES,SGX,NKYDIV,ND,"Nikkei Stock Average Dividend Point Index",JPY,10000,NKYDIV,IND,2018-03-30
XSES,SGX,SCI,FEF,"SGX TSI Iron Ore Futures",USD,100,SCI,IND,2017-10-31
XSES,SGX,SEY,EY,"Euroyen (TIBOR) Index",JPY,250000,SEY,IND,2017-12-18
XSES,SGX,SGB,JB,"SGX Mini JGB Index",JPY,100000,SGB,IND,2017-12-12
XSES,SGX,SGXNK,NK,"SGX: Nikkei 225",JPY,500,SGXNK,IND,2017-10-12
XSES,SGX,SGXNKM,NS,"SGX: NIKKEI 225 Mini",JPY,100,SGXNKM,IND,2017-10-12
XSES,SGX,SGXTU,TU,"SGX Thai baht in US Dollar Futures",USD,1000000,SGXTU,IND,2022-12-29
XSES,SGX,SND,SND,"SGX US Dollar in Singapore Dollar Futures (Full-Sized)",SGD,100000,SND,IND,2020-10-19
XSES,SGX,SSG,SGP,"MSCI Singapore Free Index",SGD,100,SSG,IND,2017-10-30
XSES,SGX,STI,ST,"SGX Straits Times Index",SGD,10,STI,IND,2017-10-30
XSES,SGX,STW,TW,"MSCI Taiwan Index",USD,100,STW,IND,2017-10-30
XSES,SGX,TD,TD,"SGX Taiwan Dollar in US Dollar Futures (Mini)",USD,1000000,TD,IND,2021-02-08
XSES,SGX,TSR20,TF,"SICOM Rubber",USD,50,TSR20,IND,2017-09-29
XSES,SGX,TWD,TWD,"SGX Taiwan Dollar in US Dollar Futures (Full-Sized)",USD,3000000,TWD,IND,2021-02-08
XSES,SGX,TWN,TWN,"FTSE Taiwan RIC Capped Price Return TWD Index",USD,40,TWN,IND,2020-08-28
XSES,SGX,UC,UC,"SGX US Dollar in offshore Chinese Renminbi (CNH)",CNH,100000,UC,IND,2017-10-16
XSES,SGX,UJ,UJ,"SGX US Dollar in Japanese Yen Futures (Titan)",JPY,500000,UJ,IND,2017-10-16
XSES,SGX,US,US,"SGX US Dollar in Singapore Dollar (Mini) Futures",SGD,25000,US,IND,2018-09-17
XSES,SGX,US,US,"SGX US Dollar in Singapore Dollar Futures",SGD,25000,US,IND,2017-10-16
XSES,SGX,UY,UY,"SGX US Dollar in Japanese Yen Futures (Standard)",JPY,100000,UY,IND,2017-10-16
XSES,SGX,WIIDN,FID,"FTSE Indonesia Index",USD,5,WIIDN,IND,2020-09-29
XSES,SGX,XIN0I,FCH,"FTSE China H50",USD,2,XIN0I,IND,2020-12-30
XSES,SGX,XINA50,CN,"FTSE/Xinhua China A50",USD,1,XINA50,IND,2017-10-30
XSFE,SNFE,IB,IB,"30 Day Interbank Cash Rate",AUD,2466,IB,IND,2017-10-31
XSFE,SNFE,IR,IR,"90 Day Bills",AUD,10000,IR,IND,1983-03-09
XSFE,SNFE,MSPI,AM,"ASX Mini SPI 200 Index",AUD,5,MSPI,IND,2017-10-19
XSFE,SNFE,SPI,AP,"S&P/ASX 200 Index (Australia)",AUD,25,SPI,IND,2010-06-17
XSFE,SNFE,XT,XT,"10 Year Treasury Bond 6%",AUD,10000,XT,IND,1985-03-15
XSFE,SNFE,YT,YT,"3 Year Treasury Bond 6%",AUD,1000,YT,IND,2001-09-17
XSTO,OMS,OMXESG,OMXESG,"OMXS30 ESG Responsible Index",SEK,100,OMXESG,IND,2020-11-20
XSTO,OMS,OMXS30,OMXS30,"OMX Index (Sweden)",SEK,100,OMXS30,IND,2017-10-20
